title	Type	Label	Cost Normal	Cost Hyper	Cost Another	SP DJ Points	DP DJ Points	SPB Unlocked	SPB Rating	SPB Lamp	SPB Letter	SPB EX Score	SPB Miss Count	SPB Note Count	SPB DJ Points	SPN Unlocked	SPN Rating	SPN Lamp	SPN Letter	SPN EX Score	SPN Miss Count	SPN Note Count	SPN DJ Points	SPH Unlocked	SPH Rating	SPH Lamp	SPH Letter	SPH EX Score	SPH Miss Count	SPH Note Count	SPH DJ Points	SPA Unlocked	SPA Rating	SPA Lamp	SPA Letter	SPA EX Score	SPA Miss Count	SPA Note Count	SPA DJ Points	SPL Unlocked	SPL Rating	SPL Lamp	SPL Letter	SPL EX Score	SPL Miss Count	SPL Note Count	SPL DJ Points	DPN Unlocked	DPN Rating	DPN Lamp	DPN Letter	DPN EX Score	DPN Miss Count	DPN Note Count	DPN DJ Points	DPH Unlocked	DPH Rating	DPH Lamp	DPH Letter	DPH EX Score	DPH Miss Count	DPH Note Count	DPH DJ Points	DPA Unlocked	DPA Rating	DPA Lamp	DPA Letter	DPA EX Score	DPA Miss Count	DPA Note Count	DPA DJ Points	DPL Unlocked	DPL Rating	DPL Lamp	DPL Letter	DPL EX Score	DPL Miss Count	DPL Note Count	DPL DJ Points
Feel The Beat	Bits	Bits	6500	9500	11500	43.582	35.6535									FALSE	7	NP	F	0	-	689		FALSE	10	NP	F	0	-	1129		TRUE	12	EX	AA	3113	14	1830	4.35820000E+001	TRUE	12	NC	A	3137	112	2225		FALSE	6	NP	F	0	-	578		FALSE	9	NP	F	0	-	1049		TRUE	11	HC	AA	2641	32	1628	3.56535000E+001	TRUE	12	NC	A	2620	82	1879		
Pharaoh	Sub	SPA2	0	0	0	33.6255	20.764									FALSE	3	NP	F	0	-	331		FALSE	8	EX	AAA	1339	3	727		TRUE	11	EX	AAA	2319	7	1242	3.36255000E+001									FALSE	3	NP	F	0	-	338		FALSE	8	NP	F	0	-	634		TRUE	9	EX	AAA	1432	7	794	2.07640000E+001									
Shattered control	Sub	SPA2	0	0	0	30.915	29.841									FALSE	4	FC	AAA	670	0	350		FALSE	8	NP	F	0	-	781		TRUE	10	FC	AAA	2061	0	1107	3.09150000E+001									FALSE	4	NP	F	0	-	350		FALSE	8	NP	F	0	-	786		TRUE	10	EX	AAA	2058	8	1157	2.98410000E+001									
I will be back -オレは帰ってきた-	Sub	SPA1	0	0	0	38.7295	29.835									FALSE	6	NP	F	0	-	516		FALSE	9	NP	F	0	-	1012		TRUE	11	EX	AAA	2671	5	1492	3.87295000E+001									FALSE	6	FC	AAA	1051	0	544		FALSE	10	NP	F	0	-	1086		TRUE	12	HC	A	2295	41	1512	2.98350000E+001									
Smug Face -どうだ、オレの生き様は- (ONLY ONE EDITION)	Sub	SPA2	0	0	0	35.1045	30.267									FALSE	6	FC	AAA	1083	1	576		FALSE	9	FC	AAA	1914	1	1025		TRUE	11	EX	AAA	2421	4	1334	3.51045000E+001									FALSE	6	NP	F	0	-	584		FALSE	9	NP	F	0	-	984		TRUE	11	HC	AA	2242	21	1362	3.02670000E+001									
アルストロメリア	Base	Base	0	0	0	34.0605	33.5675									FALSE	5	NP	F	0	-	495		FALSE	8	NP	F	0	-	804		TRUE	10	EX	AAA	2349	2	1254	3.40605000E+001									FALSE	5	NP	F	0	-	482		FALSE	8	NP	F	0	-	852		TRUE	10	EX	AAA	2315	7	1296	3.35675000E+001									
Sigmund	Bits	Bits	7000	10000	12000	42.984	28.242									FALSE	7	NP	F	0	-	806		FALSE	10	NP	F	0	-	1228		TRUE	12	HC	AA	3184	41	2029	4.29840000E+001	TRUE	12	F	A	3419	-	2267		FALSE	7	NP	F	0	-	778		FALSE	10	HC	AA	2092	25	1341	2.82420000E+001	TRUE	12	F	B	2581	189	2073		TRUE	12	F	B	2678	261	2255		
ÆTHER	Sub	SPA1	0	0	0	34.524	34.16									FALSE	5	NP	F	0	-	514		FALSE	8	NP	F	0	-	833		TRUE	11	EX	AA	2466	5	1440	3.45240000E+001									FALSE	5	NP	F	0	-	542		FALSE	8	NP	F	0	-	839		TRUE	11	EX	AA	2440	10	1385	3.41600000E+001									
M.D.Injection	Sub	SPA1	0	0	0	33.225	26.9865									FALSE	3	NP	F	0	-	301		FALSE	6	NP	F	0	-	626		TRUE	10	FC	AAA	2215	0	1231	3.32250000E+001									FALSE	5	NP	F	0	-	412		FALSE	8	NP	F	0	-	691		TRUE	11	HC	AA	1999	25	1259	2.69865000E+001									
VOX UP	Bits	Bits	7500	11000	12000	41.5125	31.779									FALSE	8	NP	F	0	-	754		FALSE	11	EX	AA	2432	20	1473		TRUE	12	HC	AA	3075	47	1870	4.15125000E+001									FALSE	7	NP	F	0	-	726		FALSE	11	HC	AA	2354	36	1437	3.17790000E+001	TRUE	12	EC	A	2715	129	1855										
BRAINSTORM	Sub	SPA2	0	0	0	36.064	33.399									FALSE	4	FC	AAA	741	0	386		FALSE	10	EX	AAA	1880	4	1032		TRUE	11	EX	AA	2576	10	1449	3.60640000E+001									FALSE	6	NP	F	0	-	633		FALSE	10	NP	F	0	-	1204		TRUE	12	HC	AA	2474	34	1495	3.33990000E+001									
Recollection	Sub	SPA2	0	0	0	32.22	30.7255									FALSE	5	NP	F	0	-	597		FALSE	7	FC	AAA	1686	0	883		TRUE	9	FC	AAA	2148	1	1118	3.22200000E+001									FALSE	6	NP	F	0	-	598		FALSE	7	NP	F	0	-	880		TRUE	8	EX	AAA	2119	5	1104	3.07255000E+001									
Claiomh Solais	Sub	SPA1	0	0	0	30.705	32.132									FALSE	2	NP	F	0	-	173		FALSE	6	NP	F	0	-	723		TRUE	9	FC	AAA	2047	1	1052	3.07050000E+001									FALSE	2	FC	AAA	519	0	265		FALSE	8	EX	AAA	1556	4	843		TRUE	10	EX	AAA	2216	10	1175	3.21320000E+001									
Unicorn tail	Bits	Bits	5000	9000	11500	42.659	41.7015									FALSE	5	FC	AAA	828	0	438		FALSE	9	EX	AAA	1947	7	1046		TRUE	11	EX	AAA	2942	5	1605	4.26590000E+001									FALSE	5	NP	F	0	-	438		FALSE	9	EX	AAA	1961	7	1050		TRUE	12	HC	AA	3089	52	1833	4.17015000E+001									
RIZING YOU UP	Bits	Bits	7000	9500	11000	36.945	34.008									FALSE	6	NP	F	0	-	537		FALSE	9	NP	F	0	-	1080		TRUE	10	FC	AAA	2463	0	1295	3.69450000E+001									FALSE	8	NP	F	0	-	780		FALSE	10	NP	F	0	-	1313		TRUE	12	EC	AA	2834	94	1680	3.40080000E+001									
THE DETONATOR	Bits	Bits	7500	9500	10500	43.5	41.006									FALSE	7	NP	F	0	-	836		FALSE	10	EX	AAA	2399	4	1284		TRUE	11	EX	AAA	3000	13	1636	4.35000000E+001									FALSE	8	NP	F	0	-	985		FALSE	9	NP	F	0	-	1156		TRUE	10	EX	AAA	2828	19	1570	4.10060000E+001									
Ancient Scapes	Sub	SPA1	0	0	0	46.5075	34.872									FALSE	6	NP	F	0	-	602		FALSE	10	NP	F	0	-	1073		TRUE	12	EX	AA	3082	15	1780		TRUE	12	HC	AA	3445	55	2198	4.65075000E+001	FALSE	6	NP	F	0	-	637		FALSE	10	EX	AA	2140	6	1254		TRUE	12	NC	A	2906	68	1931	3.48720000E+001	TRUE	12	F	C	2440	240	2285		
Votum stellarum -Hommarju Remix-	Base	Base	0	0	0	35.931	27.846									FALSE	6	NP	F	0	-	550		FALSE	9	NP	F	0	-	955		TRUE	11	EX	AAA	2478	4	1384	3.59310000E+001									FALSE	6	NP	F	0	-	543		FALSE	9	NP	F	0	-	980		TRUE	12	HC	A	2142	39	1414	2.78460000E+001									
NEMESIS -gratitude remix- IIDX Edition	Sub	SPA2	0	0	0	33.222	28.1475									FALSE	6	NP	F	0	-	533		FALSE	9	NP	F	0	-	925		TRUE	11	EX	AA	2373	9	1364	3.32220000E+001									FALSE	6	NP	F	0	-	531		FALSE	10	NP	F	0	-	1089		TRUE	11	HC	AA	2085	33	1337	2.81475000E+001									
invoker	Bits	Bits	5500	9500	12000	40.012	31.872									FALSE	5	FC	AAA	1087	0	569		FALSE	9	NP	F	0	-	1009		TRUE	12	EX	AA	2858	7	1624	4.00120000E+001	TRUE	12	NP	F	0	-	1851		FALSE	6	NP	F	0	-	579		FALSE	10	EX	AA	2165	12	1242		TRUE	12	EC	AA	2656	66	1659	3.18720000E+001	TRUE	12	EC	A	2578	97	1773		
Stella Sinistra	Sub	SPA2	0	0	0	31.416	28.836									FALSE	3	FC	AAA	547	0	283		FALSE	7	FC	AAA	1285	0	708		TRUE	11	EX	AA	2244	5	1279	3.14160000E+001									FALSE	5	NP	F	0	-	436		FALSE	9	NP	F	0	-	732		TRUE	12	HC	AA	2136	48	1351	2.88360000E+001									
マインド・ゲーム	Sub	SPA1	0	0	0	32.9875	31.71									FALSE	4	NP	F	0	-	467		FALSE	8	FC	AAA	1604	1	840		TRUE	11	EX	AAA	2275	2	1243	3.29875000E+001									FALSE	5	NP	F	0	-	467		FALSE	8	NP	F	0	-	870		TRUE	10	HC	AAA	2265	15	1256	3.17100000E+001									
PUNISHER	Bits	Bits	5000	9000	12000	42.994	32.88									FALSE	5	NP	F	0	-	583		FALSE	9	NP	F	0	-	1081		TRUE	12	EX	AA	3071	17	1812	4.29940000E+001									FALSE	5	NP	F	0	-	594		FALSE	9	NP	F	0	-	1107		TRUE	12	NC	A	2740	76	1830	3.28800000E+001									
HYENA	Sub	SPA2	0	0	0	37.294	30.6585									FALSE	6	NP	F	0	-	608		FALSE	9	NP	F	0	-	1026		TRUE	11	EX	AAA	2572	4	1434	3.72940000E+001									FALSE	5	FC	AAA	996	0	531		FALSE	8	NP	F	0	-	943		TRUE	11	HC	AA	2271	33	1433	3.06585000E+001									
Squeeze	Sub	SPA2	0	0	0	32.4655	26.73									FALSE	5	FC	AAA	825	0	432		FALSE	8	NP	F	0	-	745		TRUE	11	EX	AAA	2239	3	1257	3.24655000E+001									FALSE	5	FC	AAA	888	0	478		FALSE	8	NP	F	0	-	864		TRUE	11	HC	AA	1980	37	1250	2.67300000E+001									
デッドボヲルdeホームラン	Bits	Bits	3500	9000	11000	34.006	31.914									FALSE	3	FC	AAA	582	0	318		FALSE	9	FC	AAA	1546	2	846		TRUE	11	EX	AA	2429	10	1417	3.40060000E+001									FALSE	4	NP	F	0	-	388		FALSE	9	NP	F	0	-	989		TRUE	11	HC	AA	2364	43	1447	3.19140000E+001									
野球の遊び方　そしてその歴史　～決定版～	Sub	SPA1	0	0	0	31.98	28.728									FALSE	3	NP	F	0	-	343		FALSE	7	NP	F	0	-	758		TRUE	10	FC	AAA	2132	0	1159	3.19800000E+001									FALSE	3	FC	AAA	863	0	449		FALSE	7	NP	F	0	-	851		TRUE	10	HC	AAA	2052	17	1124	2.87280000E+001									
轟け！恋のビーンボール！！	Sub	TRI2	0	0	0	42.686	30.468									FALSE	6	NP	F	0	-	541		FALSE	10	NP	F	0	-	1012		TRUE	12	EX	AA	3049	30	1834	4.26860000E+001									FALSE	6	EX	AAA	1130	2	596		FALSE	10	EX	AA	1961	10	1116		TRUE	12	NC	A	2539	81	1774	3.04680000E+001									
IX	Sub	SPA1	0	0	0	39.585	29.9025									FALSE	6	NP	F	0	-	658		FALSE	11	FC	AAA	2307	3	1247		TRUE	12	HC	A	3045	57	2007	3.95850000E+001									FALSE	6	NP	F	0	-	694		FALSE	11	HC	AA	2215	46	1382	2.99025000E+001	TRUE	12	F	B	2785	176	2097										
Engraved Mark	Sub	SPA1	0	0	0	29.75	30.52									FALSE	4	NP	F	0	-	413		FALSE	8	NP	F	0	-	700		TRUE	11	EX	AA	2125	5	1222	2.97500000E+001									FALSE	4	NP	F	0	-	430		FALSE	8	EX	AAA	1310	8	713		TRUE	11	HC	AAA	2180	10	1209	3.05200000E+001									
Cleopatrysm	Base	Base	0	0	0	32.41	25.974									FALSE	4	NP	F	0	-	416		FALSE	8	NP	F	0	-	753		TRUE	11	EX	AA	2315	7	1326	3.24100000E+001									FALSE	4	NP	F	0	-	381		FALSE	9	NP	F	0	-	732		TRUE	11	HC	AA	1924	26	1199	2.59740000E+001									
御千手メディテーション	Sub	SPA2	0	0	0	28.238	26.4735									FALSE	4	NP	F	0	-	394		FALSE	9	NP	F	0	-	788		TRUE	11	EX	AA	2017	10	1170	2.82380000E+001									FALSE	5	NP	F	0	-	424		FALSE	9	NP	F	0	-	787		TRUE	11	HC	AA	1961	31	1204	2.64735000E+001									
KHAMEN BREAK	Bits	Bits	3000	7500	10500	31.822	30.0295									FALSE	3	NP	F	0	-	298		FALSE	7	NP	F	0	-	723		TRUE	11	EX	AA	2273	10	1281	3.18220000E+001									FALSE	3	NP	F	0	-	304		FALSE	8	NP	F	0	-	692		TRUE	10	EX	AAA	2071	6	1154	3.00295000E+001									
海神	Bits	Bits	7000	10000	12000	39.83	32.778									FALSE	7	NP	F	0	-	585		FALSE	10	EX	AAA	2049	1	1084		TRUE	12	EX	AA	2845	8	1629	3.98300000E+001									FALSE	7	FC	AAA	1123	0	607		FALSE	10	EX	AA	1952	13	1145		TRUE	12	HC	AA	2428	48	1557	3.27780000E+001									
KAISER PHOENIX	Bits	Bits	6500	10000	11500	38.5425	31.212									FALSE	7	FC	AAA	1284	0	679		FALSE	10	EX	AA	2099	3	1194		TRUE	12	HC	AA	2855	23	1693	3.85425000E+001	TRUE	12	NP	F	0	-	2026		FALSE	6	NP	F	0	-	687		FALSE	10	EX	AA	1973	7	1224		TRUE	11	HC	AA	2312	30	1473	3.12120000E+001	TRUE	12	F	C	2145	315	2058		
SCHWARZSCHILD FIELD	Sub	SPA2	0	0	0	31.929	26.9865									FALSE	6	FC	AAA	894	0	472		FALSE	9	FC	AAA	1528	1	840		TRUE	11	EX	AAA	2202	10	1232	3.19290000E+001									FALSE	7	EX	AAA	1245	2	653		FALSE	9	FC	AAA	1488	2	806		TRUE	11	HC	AA	1999	23	1143	2.69865000E+001									
Broken Sword	Sub	PD1	0	0	0	49.184	34.416									FALSE	7	NP	F	0	-	658		FALSE	10	FC	AAA	2014	0	1054		TRUE	12	EX	AAA	3392	4	1887	4.91840000E+001									FALSE	6	NP	F	0	-	513		FALSE	9	EX	AAA	2042	4	1123		TRUE	12	NC	A	2868	70	1911	3.44160000E+001									
Line 4 Ruin	Sub	PD1	0	0	0	40.02	33.7415									FALSE	4	FC	AAA	692	0	363		FALSE	9	NP	F	0	-	913		TRUE	11	FC	AAA	2668	1	1402	4.00200000E+001									FALSE	6	NP	F	0	-	612		FALSE	9	NP	F	0	-	827		TRUE	11	EX	AAA	2327	13	1286	3.37415000E+001									
Rave*it!! Rave*it!! 	Sub	PD1	0	0	0	38.2455	35.952									FALSE	6	NP	F	0	-	517		FALSE	9	FC	AAA	1628	1	863		TRUE	12	HC	AA	2833	16	1656	3.82455000E+001									FALSE	6	NP	F	0	-	497		FALSE	9	NP	F	0	-	824		TRUE	12	HC	AAA	2568	43	1433	3.59520000E+001									
Shooting Fireball	Sub	LC2	0	0	0	51.272	39.231									FALSE	6	NP	F	0	-	486		FALSE	10	EX	AAA	2207	2	1181		TRUE	12	EX	AAA	3536	9	1983	5.12720000E+001									FALSE	6	NP	F	0	-	508		FALSE	10	EX	AA	1940	12	1148		TRUE	12	HC	AA	2906	38	1842	3.92310000E+001									
Say YEEEAHH	Bits	Bits	6000	9500	12000	40.138	28.325									FALSE	6	NP	F	0	-	610		FALSE	9	NP	F	0	-	952		TRUE	12	EX	AA	2867	8	1677	4.01380000E+001									FALSE	6	NP	F	0	-	645		FALSE	10	NP	F	0	-	1219		TRUE	12	F	A	2575	153	1723	2.83250000E+001									
Cosmic Cat	Sub	PD1	0	0	0	40.362	29.9425									FALSE	6	FC	AAA	881	0	476		FALSE	9	NP	F	0	-	892		TRUE	11	EX	AAA	2144	2	1166		TRUE	12	EX	AA	2883	15	1651	4.03620000E+001	FALSE	6	NP	F	0	-	544		FALSE	8	NP	F	0	-	815		TRUE	10	EX	AAA	2065	12	1147	2.99425000E+001	TRUE	12	F	A	2552	153	1747		
Reflux	Sub	PD2	0	0	0	36.693	32.004									FALSE	5	FC	AAA	785	0	402		FALSE	9	NP	F	0	-	822		TRUE	12	HC	AA	2718	34	1574	3.66930000E+001									FALSE	6	NP	F	0	-	467		FALSE	9	NP	F	0	-	912		TRUE	12	EC	AA	2667	77	1693	3.20040000E+001									
CHRONO DIVER -NORNIR-	Sub	PD2	0	0	0	50.976	37.1385									FALSE	5	NP	F	0	-	592		FALSE	9	NP	F	0	-	1124		TRUE	11	FC	AAA	2862	1	1568		TRUE	12	HC	AA	3776	29	2233	5.09760000E+001	FALSE	5	NP	F	0	-	625		FALSE	9	NP	F	0	-	1128		TRUE	11	HC	AA	2751	32	1582	3.71385000E+001	TRUE	12	F	A	3342	287	2477		
表裏一体！？怪盗いいんちょの悩み♥	Sub	PD2	0	0	0	47.1685	39.996									FALSE	6	FC	AAA	1108	1	580		FALSE	10	NP	F	0	-	1127		TRUE	12	EX	AAA	3253	6	1815	4.71685000E+001									FALSE	6	NP	F	0	-	716		FALSE	10	NP	F	0	-	1322		TRUE	12	EC	AA	3333	125	2122	3.99960000E+001									
もっと！モット！ときめき feat. 松下	Base	Base	0	0	0	34.02	27.7425									FALSE	6	NP	F	0	-	707		FALSE	9	NP	F	0	-	1061		TRUE	11	EX	AA	2430	9	1424	3.40200000E+001									FALSE	6	FC	AAA	1082	0	573		FALSE	9	NP	F	0	-	945		TRUE	11	HC	AA	2055	31	1266	2.77425000E+001									
NEO GENERATOR SEVEN	Sub	PD1	0	0	0	41.398	32.454									FALSE	5	FC	AAA	878	0	469		FALSE	9	EX	AAA	1827	3	974		TRUE	12	EX	AA	2957	12	1690	4.13980000E+001									FALSE	6	NP	F	0	-	630		FALSE	10	EX	AAA	2025	11	1129		TRUE	11	HC	AA	2404	36	1524	3.24540000E+001									
共鳴遊戯の華	Bits	Bits	7000	10000	12000	42.876	36.7575									FALSE	7	NP	F	0	-	669		FALSE	10	NP	F	0	-	1296		TRUE	12	HC	AA	3176	36	2000	4.28760000E+001									FALSE	7	NP	F	0	-	654		FALSE	10	EX	AAA	2535	7	1395	3.67575000E+001	TRUE	12	F	B	2624	240	2054										
chrono diver -fragment-	Sub	PD1	0	0	0	33.03	30.6095									FALSE	3	FC	AAA	660	0	347		FALSE	6	NP	F	0	-	590		TRUE	9	FC	AAA	1759	1	900		TRUE	10	FC	AAA	2202	1	1134	3.30300000E+001	FALSE	3	FC	AAA	633	0	322		FALSE	6	NP	F	0	-	633		TRUE	9	FC	AAA	1760	0	896		TRUE	10	EX	AAA	2111	5	1114	3.06095000E+001	
AFRO KNUCKLE	Sub	PD2	0	0	0	33.195	33.222									FALSE	5	FC	AAA	941	0	496		FALSE	8	NP	F	0	-	917		TRUE	11	FC	AAA	2213	3	1226	3.31950000E+001									FALSE	5	NP	F	0	-	446		FALSE	9	NP	F	0	-	920		TRUE	11	HC	AAA	2373	19	1320	3.32220000E+001									
Despair of ELFERIA	Bits	Bits	7000	10000	12000	48.2895	43.8									FALSE	7	NP	F	0	-	642		FALSE	10	NP	F	0	-	1248		TRUE	12	HC	AA	3577	29	2096	4.82895000E+001									FALSE	7	FC	AAA	1366	0	723		FALSE	10	NP	F	0	-	1328		TRUE	12	NC	AA	3504	113	2155	4.38000000E+001									
Flashes	Sub	TRI2	0	0	0	38.3805	28.3185									FALSE	6	NP	F	0	-	489		FALSE	9	NP	F	0	-	931		TRUE	12	HC	AA	2843	19	1691	3.83805000E+001									FALSE	6	FC	AAA	1141	0	596		FALSE	9	EX	AAA	1953	2	1009	2.83185000E+001	TRUE	12	F	B	2693	184	2090										
Symmetry	Sub	PD1	0	0	0	44.625	37.071									FALSE	6	FC	AAA	1131	1	586		FALSE	10	FC	AAA	2059	0	1082		TRUE	12	FC	AAA	2975	0	1659	4.46250000E+001									FALSE	6	NP	F	0	-	535		FALSE	9	EX	AA	1903	8	1118		TRUE	11	HC	AA	2746	41	1681	3.70710000E+001									
FANTASTIC THREE	Sub	PD2	0	0	0	37.5435	31.4755									FALSE	7	NP	F	0	-	698		FALSE	10	NP	F	0	-	1166		TRUE	12	HC	AA	2781	25	1649	3.75435000E+001									FALSE	7	NP	F	0	-	682		FALSE	10	HC	AA	1951	8	1125		TRUE	12	EC	A	2737	104	1794	3.14755000E+001									
illuminate	Sub	PD2	0	0	0	31.1605	29.3355									FALSE	3	NP	F	0	-	316		FALSE	8	EX	AAA	1492	2	817		TRUE	10	EX	AAA	2149	2	1172	3.11605000E+001									FALSE	3	NP	F	0	-	297		FALSE	9	NP	F	0	-	832		TRUE	11	HC	AA	2173	19	1250	2.93355000E+001									
subtractive	Sub	PD1	0	0	0	27.5645	25.718									FALSE	4	NP	F	0	-	458		FALSE	7	FC	AAA	1319	0	695		TRUE	10	EX	AAA	1901	6	1059	2.75645000E+001									FALSE	4	NP	F	0	-	409		FALSE	7	NP	F	0	-	721		TRUE	10	EX	AA	1837	10	1052	2.57180000E+001									
デンドロビウム	Sub	PD1	0	0	0	34.095	29.988									FALSE	4	FC	AAA	713	0	381		FALSE	8	FC	AAA	1641	2	867		TRUE	10	FC	AAA	2273	3	1205	3.40950000E+001									FALSE	5	NP	F	0	-	423		FALSE	8	NP	F	0	-	860		TRUE	10	HC	AAA	2142	12	1201	2.99880000E+001									
恋は白帯、サンシロー	Sub	PD1	0	0	0	38.773	38.276									FALSE	3	NP	F	0	-	377		FALSE	6	FC	AAA	1282	0	664		TRUE	9	FC	AAA	1970	0	1021		TRUE	11	EX	AAA	2674	5	1395	3.87730000E+001	FALSE	4	EX	AAA	774	2	409		FALSE	6	NP	F	0	-	635		TRUE	9	EX	AAA	1816	7	955		TRUE	11	HC	AAA	2734	19	1494	3.82760000E+001	
Chain of pain	Sub	PD2	0	0	0	31.08	29.9025									FALSE	4	NP	F	0	-	396		FALSE	8	NP	F	0	-	789		TRUE	10	FC	AAA	2072	1	1130	3.10800000E+001									FALSE	7	NP	F	0	-	610		FALSE	9	NP	F	0	-	939		TRUE	11	HC	AA	2215	19	1301	2.99025000E+001									
白露の風	Sub	PD2	0	0	0	29.91	26.651									FALSE	2	NP	F	0	-	240		FALSE	6	NP	F	0	-	639		TRUE	9	FC	AAA	1994	0	1018	2.99100000E+001									FALSE	2	FC	AAA	441	0	223		FALSE	6	NP	F	0	-	555		TRUE	9	EX	AAA	1838	3	951	2.66510000E+001									
Beat Radiance	Base	Base	0	0	0	48.9955	43.0875									FALSE	5	NP	F	0	-	505		FALSE	8	FC	AAA	1612	0	826		TRUE	10	FC	AAA	2538	2	1335		TRUE	12	EX	AAA	3379	14	1809	4.89955000E+001	FALSE	5	NP	F	0	-	420		FALSE	8	NP	F	0	-	716		TRUE	10	EX	AAA	2535	5	1354		TRUE	12	EC	AAA	3447	91	1887	4.30875000E+001	
GUILTY	Sub	PD2	0	0	0	27	28.6955									FALSE	5	NP	F	0	-	509		FALSE	8	NP	F	0	-	798		TRUE	10	FC	AAA	1800	0	966	2.70000000E+001									FALSE	5	NP	F	0	-	521		FALSE	9	NP	F	0	-	837		TRUE	11	EX	AAA	1979	10	1087	2.86955000E+001									
COLOSSEUM 	Sub	PD1	0	0	0	31.245	27.09									FALSE	4	FC	AAA	553	0	295		FALSE	7	FC	AAA	1175	0	627		TRUE	11	FC	AAA	2083	1	1159	3.12450000E+001									FALSE	4	NP	F	0	-	353		FALSE	8	EX	AAA	1252	2	684		TRUE	10	EX	AA	1935	8	1184	2.70900000E+001									
超青少年ノ為ノ超多幸ナ超古典的超舞曲	Sub	PD2	0	0	0	38.16	31.785									FALSE	6	NP	F	0	-	531		FALSE	9	NP	F	0	-	1028		TRUE	11	FC	AAA	2544	1	1350	3.81600000E+001	TRUE	12	F	B	2445	-	2110		FALSE	6	NP	F	0	-	529		FALSE	8	EX	AAA	1784	7	973		TRUE	12	HC	A	2445	42	1651	3.17850000E+001	TRUE	12	F	B	2513	318	2257		
リリーゼと炎龍レーヴァテイン	Base	Base	0	0	0	42.686	40.095									FALSE	6	NP	F	0	-	504		FALSE	10	EX	AAA	2169	1	1186		TRUE	12	EX	AA	3049	12	1771	4.26860000E+001									FALSE	6	NP	F	0	-	567		FALSE	10	NP	F	0	-	1264		TRUE	12	HC	AA	2970	63	1848	4.00950000E+001									
cinder	Sub	PD1	0	0	0	38.766	33.84									FALSE	5	NP	F	0	-	432		FALSE	9	FC	AAA	1900	1	1037		TRUE	12	EX	AA	2769	16	1601	3.87660000E+001									FALSE	5	NP	F	0	-	573		FALSE	9	EX	AAA	2083	10	1139		TRUE	12	EC	AA	2820	81	1764	3.38400000E+001									
Realize Maze	Sub	PD1	0	0	0	41.835	40.1505									FALSE	6	FC	AAA	1223	0	642		FALSE	9	FC	AAA	1987	0	1054		TRUE	11	FC	AAA	2789	2	1503	4.18350000E+001									FALSE	6	NP	F	0	-	677		FALSE	9	EX	AAA	2167	6	1152		TRUE	11	EX	AAA	2769	14	1539	4.01505000E+001									
Ｘ↑Ｘ↓	Sub	PD2	0	0	0	38.57	36.6255									FALSE	5	FC	AAA	905	0	477		FALSE	8	NP	F	0	-	907		TRUE	11	EX	AAA	2660	13	1485	3.85700000E+001									FALSE	5	NP	F	0	-	559		FALSE	9	NP	F	0	-	1035		TRUE	12	HC	AA	2713	38	1658	3.66255000E+001									
Light My Fire	Sub	PD1	0	0	0	29.055	26.1145									FALSE	4	NP	F	0	-	390		FALSE	7	NP	F	0	-	682		TRUE	10	FC	AAA	1937	1	1060	2.90550000E+001									FALSE	5	NP	F	0	-	444		FALSE	7	NP	F	0	-	686		TRUE	10	EX	AAA	1801	7	1007	2.61145000E+001									
十六夜セツナ	Sub	PD1	0	0	0	32.295	32.7265									FALSE	5	FC	AAA	1010	0	521		FALSE	7	FC	AAA	1544	0	823		TRUE	10	FC	AAA	2153	2	1132	3.22950000E+001									FALSE	6	NP	F	0	-	662		FALSE	8	NP	F	0	-	917		TRUE	10	EX	AAA	2257	11	1235	3.27265000E+001									
紅牡丹	Bits	Bits	6000	9000	11500	37.555	29.943									FALSE	6	NP	F	0	-	544		FALSE	9	NP	F	0	-	929		TRUE	12	EX	AAA	2590	11	1445	3.75550000E+001									FALSE	6	NP	F	0	-	599		FALSE	9	EX	AA	1592	11	930		TRUE	11	HC	AA	2218	25	1291	2.99430000E+001									
BLUE MIRAGE	Sub	PD1	0	0	0	32.266	32.724									FALSE	5	FC	AA	1028	0	596		FALSE	10	FC	AA	1866	0	1091		TRUE	12	HC	A	2482	30	1606	3.22660000E+001									FALSE	5	FC	AAA	1068	3	596		FALSE	9	EX	AA	1824	14	1092		TRUE	11	HC	AA	2424	41	1509	3.27240000E+001									
#The_Relentless	Sub	PD2	0	0	0	38.6135	36.666									FALSE	6	NP	F	0	-	611		FALSE	9	NP	F	0	-	1028		TRUE	11	EX	AAA	2663	11	1479	3.86135000E+001									FALSE	5	NP	F	0	-	592		FALSE	9	EX	AAA	1719	3	929		TRUE	11	HC	AA	2716	24	1626	3.66660000E+001									
Blaze it UP!	Sub	PD1	0	0	0	42.63	39.718									FALSE	5	NP	F	0	-	493		FALSE	8	FC	AAA	1816	0	964		TRUE	11	FC	AAA	2842	0	1501	4.26300000E+001									FALSE	5	EX	AAA	1018	2	564		FALSE	8	FC	AAA	2018	1	1069		TRUE	11	EX	AA	2837	7	1613	3.97180000E+001									
Sweet Radar	Base	Base	0	0	0	28.2895	27.434									FALSE	4	NP	F	0	-	338		FALSE	7	NP	F	0	-	689		TRUE	10	EX	AAA	1951	1	1020	2.82895000E+001									FALSE	4	NP	F	0	-	345		FALSE	6	NP	F	0	-	586		TRUE	10	EX	AAA	1892	4	1000	2.74340000E+001									
